AverageOfP2O5,AverageOfCaO,AverageOfTotalSolids_TS,AverageOf +0.150mm ,AverageOf +1mm%,Average of Al2O3,Average of MgO,Average of Fe2O3,Average of SiO2,R.Average of P2O52,R.Average of Solids,R.Average of SO4,production ,input,recovery
28.21846154,47.64923077,63.21615385,51.36166667,0.706666667,0.41,0.150769231,0.117692308,10.74,28.97666667,30.79666667,2.853333333,4846.4943,5269.042928,0.919805431
27.78846154,47.09615385,62.57230769,50.34166667,0.511666667,0.420769231,0.150769231,0.126153846,11.86692308,28.06166667,29.415,3.391666667,4778.981391,5161.722104,0.92585019
27.18,47.25307692,62.86692308,51.915,0.615,0.326923077,0.143846154,0.140769231,12.00384615,28.18166667,31.80833333,2.901666667,4702.106987,5107.571214,0.920615061
27.33461538,47.26153846,62.29846154,53.28333333,0.44,0.403076923,0.153846154,0.133846154,11.75230769,28.61333333,32.75666667,3.38,4602.837968,4976.729926,0.924871961
27.77,47.40222222,61.86222222,51.17,0.2675,0.3,0.146666667,0.131111111,11.04888889,28.42,27.3675,2.6975,3209.762798,3500.655935,0.916903248
27.49111111,47.57222222,60.63444444,53.295,0.205,0.243333333,0.142222222,0.114444444,11.50666667,26.9275,29.215,2.93,3093.509832,3365.301447,0.919237067
26.81666667,47.51888889,59.76777778,48.59,0.42,0.496666667,0.136666667,0.171111111,11.16888889,28.25,29.03,2.88,3006.02054,3276.153692,0.917545641
27.22444444,48.15666667,59.31555556,48.7925,0.665,0.427777778,0.138888889,0.144444444,10.06222222,27.7075,29.1975,3.0225,3153.663968,3409.269429,0.925026324
27.71444444,48.03333333,61.13444444,47.9325,0.165,0.297777778,0.138888889,0.121111111,10.25555556,27.7275,31.35,2.765,3224.605011,3490.956066,0.923702547
27.72,47.63111111,61.93333333,46.865,0.1325,0.343333333,0.143333333,0.128888889,10.91111111,28.185,31.725,3.685,3209.652102,3463.787644,0.926630738
27.58444444,47.89888889,62.25444444,49.81,0.4875,0.545555556,0.163333333,0.096666667,10.55888889,28.515,30.9175,2.5925,3239.964354,3499.488086,0.925839515
27.63555556,48.38666667,61.02222222,50.04,0.6425,0.666666667,0.167777778,0.111111111,9.538888889,26.655,29.4725,2.14,3150.092202,3396.778308,0.927376448
28.25,48.51777778,62.66444444,52.0275,0.4375,0.528888889,0.148888889,0.11,9.618888889,27.48,29.655,2.9225,3280.506283,3545.773278,0.925187829
27.984,48.326,61.806,50.685,0.28,0.256,0.128,0.132,10.004,27.765,31.7025,3.03,1589.472163,1735.018935,0.916112286
28.50833333,48.89333333,59.66666667,49.2825,1.055,0.426666667,0.175,0.115,8.928333333,26.915,29.6825,3.045,2932.490475,3171.021329,0.924777909
28.00333333,49.32666667,61.84666667,56.4175,3.2075,1.035555556,0.505555556,0.105555556,7.986666667,28.5925,29.51,2.64,3184.14412,3365.939843,0.94598961
28.46111111,49.48777778,60.65222222,58.3525,2.585,0.902222222,0.42,0.1,7.662222222,27.155,30.6775,3.2375,3017.686071,3328.987162,0.906487747
28.46777778,49.58,62.75666667,58.045,4.8375,0.835555556,0.836666667,0.106666667,6.507777778,28.1675,32.395,2.965,3064.802821,3314.363085,0.924703402
28.82714286,49.83,60.65142857,56.575,4.385,0.714285714,0.4,0.121428571,6.617142857,27.875,31.57,2.915,2605.050831,2846.98305,0.915021546
29.03666667,49.60222222,60.97888889,59.0175,3.8175,0.667777778,0.265555556,0.116666667,7.641111111,27.3525,29.845,3.7,3004.158762,3278.656903,0.916277259
29.44777778,49.40222222,60.79888889,57.2925,4.315,0.423333333,0.198888889,0.133333333,7.668888889,26.32,28.68,2.3,3118.406898,3445.167856,0.905153835
28.93,50.03333333,61.44444444,57.745,4.215,0.524444444,0.251111111,0.122222222,6.522222222,26.7675,26.8675,3.15,3092.833394,3413.317989,0.906107607
28.23375,49.5725,59.165,56.4,2.286,0.35875,0.195,0.13375,8.07125,24.875,29.58,2.881666667,3017.483392,3330.11923,0.906118725
28.14230769,49.28846154,61.43153846,60.28833333,2.58,0.363076923,0.163076923,0.094615385,8.689230769,26.64833333,30.81666667,2.525,3736.090694,4057.050709,0.920888341
28.44538462,49.03923077,58.98461538,57.26,0.72,0.366153846,0.191538462,0.096153846,9.231538462,26.67,28.44666667,3.096666667,4225.016291,4568.635423,0.92478736
28.68538462,49.21769231,60,59.64166667,0.44,0.35,0.146923077,0.118461538,8.861538462,26.72333333,31.13166667,3.185,4088.902283,4432.681294,0.922444456
28.43,48.76230769,62.07692308,52.835,0.226666667,0.352307692,0.120769231,0.123846154,9.381538462,27.20833333,31.375,3.398333333,4607.779564,4980.080155,0.925242049
28.75384615,48.74461538,61.45230769,53.36166667,0.633333333,0.343076923,0.120769231,0.113076923,9.469230769,28.20833333,33.81,3.065,4455.928794,4821.270509,0.924222938
28.90692308,48.72461538,61.61666667,52.41166667,0.293333333,0.296153846,0.125384615,0.116923077,9.469230769,27.80833333,29.75,2.991666667,4530.448493,4900.555533,0.924476513
27.53384615,48.78384615,62.33923077,49.38166667,0.803333333,0.313846154,0.12,0.120769231,9.703846154,27.80333333,29.125,2.398333333,4301.852148,4650.686581,0.924992917
27.86615385,49.04,62.14923077,49.065,0.535,0.381538462,0.130769231,0.135384615,9.115384615,27.34,32.43833333,2.776666667,4285.139325,4630.496586,0.925416798
27.05307692,48.60153846,63.31461538,49.05,0.69,0.403076923,0.125384615,0.137692308,9.803076923,27.65333333,28.61833333,2.415,4505.761516,4860.312835,0.927051749
27.89076923,48.97846154,63.64444444,52.25833333,0.795,0.304615385,0.125384615,0.128461538,9.268461538,27.59666667,32.18666667,3.486666667,4221.449499,4573.650848,0.92299339
27.94846154,48.62384615,60.80076923,49.83166667,0.741666667,0.434615385,0.13,0.140769231,9.674615385,27.67833333,30.10833333,3.023333333,4507.289049,4878.524437,0.923904165
28.91076923,49.28615385,63.44,51.9,0.44,0.365384615,0.132307692,0.118461538,8.386153846,29.03166667,29.98166667,3.125,4132.803115,4483.030445,0.921877102
29.22307692,49.46846154,64.75153846,51.69666667,0.463333333,0.482307692,0.136153846,0.13,7.813846154,28.79833333,31.485,2.971666667,4426.614328,4796.66341,0.922852814
28.64916667,49.27,63.78416667,49.01666667,2.096666667,0.409166667,0.13,0.138333333,8.6375,28.35,30.335,3.025,4180.777723,4550.993743,0.918651609
27.69846154,49.28230769,64.68,53.82,0.578333333,0.330769231,0.120769231,0.116153846,8.788461538,28.25333333,28.865,2.376666667,4438.515678,4808.749204,0.923008352
27.85538462,49.32846154,64.96538462,52.265,0.268333333,0.267692308,0.112307692,0.116153846,8.296923077,27.94333333,29.05333333,2.37,4513.05686,4875.297817,0.925698702
28.14692308,49.72,62.99692308,53.42833333,0.831666667,0.355384615,0.118461538,0.118461538,7.678461538,28.175,31.92166667,3.32,4566.517438,4955.744758,0.921459369
28.17846154,49.69769231,64.22307692,55.05666667,2.043333333,0.282307692,0.11,0.13,8.429230769,28.34833333,30.95333333,2.663333333,4635.073753,4982.595973,0.93025278
28.1325,49.62166667,62.76666667,54.93666667,1.008333333,0.465833333,0.13,0.149166667,7.693333333,28.09333333,31.18166667,2.778333333,3643.36235,3924.904001,0.928267889
28.011,49.495,64.9,53.804,1.236,0.179,0.124,0.095,8.461,27.73666667,31.51833333,3.185,4387.523041,4736.382941,0.926344659
27.90153846,49.49769231,63.69230769,55.62,1.006666667,0.266153846,0.123076923,0.103846154,8.301538462,28.195,31.08833333,2.803333333,4543.111109,4941.121829,0.919449321
28.51538462,49.52,64.41538462,53.345,0.94,0.242307692,0.125384615,0.094615385,8.393846154,27.43333333,32.54333333,3.386666667,4562.218561,4947.819194,0.922066547
27.48153846,48.60923077,64.32615385,51.58,1.525,0.503076923,0.13,0.148461538,9.483076923,26.99833333,29.08833333,3.178333333,4704.338295,5086.40574,0.924884591
26.12076923,48.42692308,63.93692308,53.01666667,1.998333333,0.428461538,0.127692308,0.152307692,10.25153846,26.86333333,28.49166667,2.658333333,4002.231603,4341.227271,0.921912481
28.13538462,49.59307692,65.03538462,54.59,0.891666667,0.460769231,0.133846154,0.146923077,7.963846154,26.83166667,30.97166667,2.62,4804.935381,5200.4575,0.923944745
27.99461538,49.61846154,64.67846154,53.085,0.501666667,0.309230769,0.133076923,0.109230769,7.820769231,27.60166667,29.645,3.223333333,4072.656947,4399.806656,0.925644526
26.92692308,49.10846154,63.91538462,50.18,0.816666667,0.469230769,0.132307692,0.126923077,8.765384615,27.56833333,30.69166667,3.391666667,4505.378168,4868.616738,0.925391833
27.16153846,49.65846154,63.47923077,49.42666667,1.353333333,0.427692308,0.131538462,0.123076923,8.000769231,27.19666667,28.916,3.558,4524.012911,4897.01904,0.923829962
27.44923077,49.48076923,61.78307692,50.93333333,0.96,0.38,0.135384615,0.116153846,8.389230769,28.17666667,29.785,2.551666667,4566.109884,4939.83779,0.924344094
27.06076923,49.12384615,62.08923077,51.05666667,0.911666667,0.331538462,0.132307692,0.111538462,9.106153846,26.87,29.905,2.756666667,4518.76547,4890.063839,0.924070855
27.25,49.59923077,62.52692308,53.73166667,1.645,0.403846154,0.139230769,0.123076923,8.450769231,27.145,30.08,3.268333333,4205.997662,4579.103765,0.918519841
27.40538462,49.36923077,63.38384615,51.10333333,0.751666667,0.437692308,0.150769231,0.119230769,8.570769231,27.78166667,30.93833333,2.513333333,4641.979818,5016.871374,0.925273835
28.00384615,48.85,64.43153846,53.235,0.5,0.304615385,0.146153846,0.091538462,9.550769231,27.50833333,30.40333333,2.46,4274.464797,4620.214549,0.925165867
27.83230769,49.12,65.51769231,55.72666667,0.643333333,0.336923077,0.136923077,0.104615385,9.476153846,27.99333333,31.86833333,3.036666667,4649.821545,4997.665225,0.930398763
27.25538462,48.92076923,65.69230769,54.67333333,0.93,0.354615385,0.133846154,0.117692308,9.346153846,26.45,31.61333333,3.013333333,3459.908254,3678.950677,0.940460625
27.45384615,48.94230769,62.3,55.07666667,0.528333333,0.385384615,0.136153846,0.111538462,9.244615385,27.81666667,29.25,2.525,4605.11153,4892.023103,0.941351141
27.99846154,48.84846154,64.65230769,55.12666667,0.285,0.314615385,0.128461538,0.104615385,9.688461538,28.24166667,30.765,2.553333333,4370.275135,4688.657076,0.932095281
28.52076923,48.78076923,65.54076923,53.64666667,0.42,0.443076923,0.132307692,0.131538462,9.643846154,28.02666667,29.12,2.8,4264.605721,4673.789641,0.912451361
28.82153846,48.74,64.05846154,55.87,0.393333333,0.455384615,0.136153846,0.136923077,9.515384615,27.46166667,31.63333333,3.453333333,4311.732528,4672.613952,0.922766694
28.13615385,48.17538462,62.91769231,54.2,0.61,0.563076923,0.133846154,0.170769231,10.39461538,27.49833333,28.97833333,2.84,4629.538624,4955.671946,0.934189889
28.39384615,49.93615385,59.93769231,51.81166667,2.243333333,0.555384615,0.146923077,0.175384615,7.34,27.00833333,28.96666667,2.88,4424.452608,4732.599166,0.934888515
27.47769231,49.23384615,63.52307692,54.05166667,0.881666667,0.442307692,0.142307692,0.132307692,8.811538462,27.01166667,31.82333333,3.461666667,4544.990904,4907.398271,0.926150814
27.63692308,49.16692308,64.24230769,52.65166667,0.433333333,0.346923077,0.140769231,0.126153846,9.032307692,27.40166667,31.86166667,3.568333333,4615.862677,4987.390553,0.925506561
27.46923077,48.63153846,63.02615385,51.63833333,0.428333333,0.413076923,0.136153846,0.123076923,9.818461538,27.26666667,30.05,2.921666667,4520.815709,4887.582708,0.924959429
27.071,49.052,63.778,52.4175,0.895,0.426,0.135,0.134,9.048,27.7925,30.905,2.895,3525.834735,3799.544501,0.927962479
27.07692308,48.82,64.34615385,49.58666667,0.756666667,0.485384615,0.136153846,0.162307692,9.308461538,27.20333333,28.605,2.906666667,4532.347316,4876.525479,0.929421437
28.03769231,49.39538462,63.32076923,53.875,1.01,0.387692308,0.133076923,0.150769231,8.419230769,26.61833333,31.315,3.226666667,4382.759417,4727.290603,0.927118679
28.09076923,49.25153846,63.98153846,54.17666667,0.586666667,0.330769231,0.133076923,0.128461538,8.626153846,27.72833333,29.02666667,2.963333333,4816.414897,5224.640402,0.921865339
28.05846154,49.08230769,64.71461538,54.94333333,0.53,0.351538462,0.135384615,0.128461538,9.063076923,28.53333333,29.27333333,2.871666667,4606.195099,5030.887075,0.915583083
27.80307692,48.99,65.04923077,54.10166667,0.555,0.397692308,0.145384615,0.127692308,9.313846154,27.10833333,30.25333333,2.92,4549.696397,4916.75494,0.925345366
27.67846154,48.97307692,62.54615385,53.17333333,0.41,0.380769231,0.146923077,0.126153846,9.34,27.9,28.34,3.443333333,4570.177317,4946.670156,0.923889642
27.80153846,48.82615385,64.38076923,53.56833333,0.635,0.537692308,0.146153846,0.11,9.060769231,27.85833333,29.98166667,3.073333333,4351.384542,4706.325682,0.924582113
28.12846154,48.60384615,63.19230769,51.72833333,0.665,0.446923077,0.144615385,0.135384615,9.668461538,27.91666667,30.00833333,3.566666667,4736.271607,5109.38217,0.926975405
27.59,48.17692308,60.58461538,50.60333333,1.408333333,0.433846154,0.144615385,0.150769231,10.06692308,27.04166667,31.05166667,4.111666667,4180.856869,4526.889497,0.92356062
27.24,48.02230769,63.22,51.63166667,0.538333333,0.427692308,0.148461538,0.153846154,10.36615385,27.84,31.54333333,3.271666667,4512.283841,4886.653319,0.923389393
27.13692308,48.87076923,63.39384615,51.32,0.588333333,0.396923077,0.150769231,0.147692308,8.936153846,27.35333333,30.73166667,2.833333333,4455.963839,4821.457464,0.924194369
27.23384615,49.11307692,62.62153846,49.92833333,0.815,0.410769231,0.139230769,0.151538462,8.86,28.02166667,29.02,2.663333333,4405.334913,4761.375052,0.925223253
27.57461538,49.02230769,62.10769231,50.30666667,0.603333333,0.425384615,0.141538462,0.136153846,8.616153846,28.05166667,31.20833333,2.651666667,4312.555685,4617.144875,0.934030835
27.18923077,48.89538462,63.00615385,49.80333333,0.918333333,0.427692308,0.139230769,0.140769231,8.862307692,28.17833333,32.79166667,2.401666667,4153.911499,4452.537351,0.932931309
27.46384615,49.33615385,63.04076923,48.965,0.646666667,0.390769231,0.14,0.125384615,8.093076923,27.54833333,31.15333333,2.846666667,4550.516538,4906.537447,0.92743948
27.69363636,49,61.92181818,48.262,0.276,0.410909091,0.136363636,0.13,8.489090909,26.6625,29.59,2.6275,3314.458072,3549.094434,0.933888386
27.93,49.18090909,62.59,48.938,0.454,0.396363636,0.141818182,0.133636364,7.946363636,26.314,30.014,2.666,3726.73506,4095.12696,0.910041397
28.35384615,48.94846154,63.47846154,50.95,0.396666667,0.4,0.142307692,0.123846154,8.394615385,26.66166667,30.84333333,2.841666667,4503.905783,4882.848434,0.922393116
28.62384615,49.08384615,62.88846154,52.52166667,0.618333333,0.376153846,0.151538462,0.116153846,8.443076923,26.87,30.165,3.445,4720.029091,5086.094973,0.928026141
28.46230769,48.81846154,64.99692308,51.385,0.878333333,0.446153846,0.156153846,0.129230769,8.835384615,27.07833333,29.43166667,3.05,4403.48504,4779.957193,0.92123943
28.33461538,49.12461538,63.78076923,51.99333333,0.376666667,0.37,0.150769231,0.110769231,8.564615385,27.79666667,28.24666667,2.986666667,4340.830452,4688.437131,0.925858731
28.71538462,48.99769231,62.93076923,52.32333333,0.568333333,0.329230769,0.145384615,0.113076923,8.433846154,26.48666667,31.26333333,3.273333333,4409.726662,4768.224971,0.924815144
28.60769231,49.17615385,64.18384615,51.37833333,0.363333333,0.266153846,0.144615385,0.112307692,8.624615385,26.685,27.39833333,3.696666667,4191.258248,4533.83176,0.924440621
28.33230769,49.67615385,64.45461538,48.37666667,1.22,0.423076923,0.146923077,0.117692308,7.541538462,28.03833333,31.23166667,3.561666667,4009.919013,4329.356031,0.926216043
28.32461538,49.33846154,61.22307692,50.40833333,0.49,0.466923077,0.147692308,0.112307692,8.103846154,27.49,30.30666667,3.13,3952.578392,4297.210871,0.919800892
28.96538462,49.16846154,62.73846154,51.18833333,0.508333333,0.446923077,0.150769231,0.116153846,7.999230769,27.97833333,32.20333333,3.178333333,4007.823917,4352.577343,0.920793268
29.36461538,49.14230769,64.73461538,52.37833333,0.26,0.436153846,0.147692308,0.11,8.036153846,27.93666667,27.61666667,3.16,4506.313851,4890.00771,0.921535122
28.81692308,48.97538462,64.95538462,53.85166667,0.516666667,0.446153846,0.141538462,0.11,8.393076923,27.38833333,30.94,3.321666667,4203.409943,4562.636148,0.921267839
27.98153846,49.12538462,64.96769231,51.72333333,0.695,0.400769231,0.133076923,0.113076923,8.423846154,25.63333333,31.05666667,3.038333333,4160.330239,4480.657468,0.928508878
28.22615385,49.53,64.25230769,52.86666667,1.015,0.446923077,0.140769231,0.121538462,7.353076923,26.10666667,33.47833333,3.575,4366.951551,4703.654251,0.928416783
28.56769231,49.67692308,62.16076923,52.085,1.03,0.368461538,0.133076923,0.112307692,7.546153846,26.82666667,29.97333333,2.93,4484.195815,4808.814703,0.932495031
28.37846154,49.56461538,61.29230769,54.65666667,0.998333333,0.409230769,0.136923077,0.112307692,7.620769231,26.83833333,28.92666667,3.406666667,4432.655912,4704.108439,0.942294585
27.51,49.20846154,62.65692308,53.16166667,0.728333333,0.465384615,0.133846154,0.123846154,8.523846154,26.12166667,29.31833333,2.726666667,4305.739546,4697.447799,0.916612537
27.18923077,49.00615385,63.66384615,52.72833333,0.78,0.427692308,0.137692308,0.111538462,8.672307692,27.27166667,28.56833333,3.183333333,4254.457476,4634.778399,0.91794194
28.08153846,49.74769231,65.03538462,52.43,0.491666667,0.363846154,0.143846154,0.091538462,7.349230769,27.23333333,29.65666667,2.361666667,4147.232954,4531.549301,0.91519096
28.19307692,49.59461538,64.78846154,55.035,0.463333333,0.384615385,0.146153846,0.098461538,7.616923077,27.16333333,26.4,2.433333333,4506.243405,4918.019783,0.916271915
28.15461538,49.61153846,64.86692308,55.38166667,0.876666667,0.403846154,0.143076923,0.096153846,7.444615385,27.89833333,29.4,3.165,4153.899507,4518.054518,0.919400041
28.59076923,49.20692308,64.32307692,55.915,0.82,0.572307692,0.152307692,0.097692308,7.946923077,26.72833333,29.44333333,2.913333333,4484.661734,4896.863522,0.915823305
28.25615385,49.00923077,63.77230769,53.75333333,0.905,0.415384615,0.15,0.103076923,8.239230769,27.425,28.47833333,2.856666667,4530.034592,4926.353566,0.919551253
28.99461538,50.06692308,59.83692308,53.97,0.796666667,0.431538462,0.124615385,0.107692308,7.595384615,26.73,29.52,3.161666667,4020.890446,4332.78436,0.928015362
29.79076923,50.05153846,61.71692308,58.66833333,1.123333333,0.226153846,0.12,0.143846154,7.39,27.29,26.695,2.823333333,4273.483811,4606.824351,0.927642012
29.31916667,49.25833333,63.425,56.04666667,0.818333333,0.365833333,0.129166667,0.126666667,7.986666667,27.72833333,28.29166667,2.82,4234.103935,4566.588176,0.92719198
28.74461538,49.41769231,63.81076923,53.84666667,1.171666667,0.323846154,0.149230769,0.123846154,7.664615385,27.20833333,27.6,2.86,4752.761487,5123.965188,0.927555382
28.40923077,49.09307692,62.94153846,53.19,1.1,0.44,0.144615385,0.136923077,7.838461538,26.95333333,28.80833333,3.19,4361.099428,4706.842029,0.926544677
27.84083333,49.41083333,64.08833333,53.016,0.642,0.374166667,0.151666667,0.1325,7.460833333,27.26666667,28.41333333,3.671666667,3190.312104,3503.084241,0.910715211
28.47,49.39076923,60.54615385,52.55833333,0.4,0.551538462,0.164615385,0.162307692,7.43,27.66666667,30.095,3.455,2143.800967,2438,0.879327714
29.013,49.06,57.099,54.064,0.548,0.753,0.166,0.168,7.58,26.78666667,32.65666667,3.428333333,2719.557782,3024.994275,0.899029068
29.15615385,49.36,61.99384615,52.795,0.516666667,0.470769231,0.163076923,0.134615385,7.242307692,28.03666667,30.735,3.42,4597.721219,4884.451414,0.94129736
28.81615385,49.74384615,64.74615385,57.32666667,0.236666667,0.237692308,0.139230769,0.106153846,6.938461538,26.79666667,29.02666667,3.321666667,4112.806696,4443.52945,0.925572058
29.38461538,49.77538462,64.69461538,50.04333333,0.535,0.401538462,0.145384615,0.118461538,6.419230769,28.165,29.51666667,2.905,4267.122688,4616.553253,0.92430921
29.63,50.1,64.74615385,50.84166667,0.413333333,0.365384615,0.142307692,0.127692308,6.145384615,27.52833333,28.31666667,2.855,4068.328702,4429.151461,0.918534563
30.30769231,50.42615385,63.20692308,54.13333333,0.478333333,0.317692308,0.141538462,0.112307692,5.650769231,27.43333333,31.82,3.395,4734.19022,5120.518729,0.924552857
30.08153846,50.55923077,63.18,53.78666667,1.403333333,0.449230769,0.141538462,0.133846154,5.881538462,25.83166667,28.05666667,3.506666667,4656,5068.574958,0.91860139
29.10076923,50.14230769,63.32846154,54.88833333,0.826666667,0.318461538,0.140769231,0.112307692,6.931538462,26.64833333,29.145,3.373333333,4351.708717,4916.82196,0.885065344
29.19,49.46615385,61.37692308,51.24833333,0.725,0.328461538,0.153846154,0.116153846,7.710769231,27.465,28.04833333,3.293333333,4502.757217,5032.938191,0.894657762
30.65307692,50.57923077,62.28153846,50.815,0.738333333,0.289230769,0.154615385,0.108461538,5.984615385,27.23333333,30.065,3.14,4256.14733,4784.522676,0.889565714
30.10076923,50.11692308,61.54615385,50.68833333,0.516666667,0.28,0.149230769,0.107692308,6.915384615,26.85,30.27,3.106666667,4577.45948,5119.747961,0.894079067
28.49692308,50.37230769,63.57692308,52.32166667,1.435,0.393846154,0.117692308,0.140769231,6.704615385,27.78,32.45666667,3.093333333,3856.760336,4350.790414,0.8864505
29.05307692,49.87230769,64.64846154,56.10666667,1.135,0.58,0.087692308,0.141538462,6.65,27.43,30.745,2.623333333,4531.375773,5076.865884,0.892553768
27.95083333,49.785,64.35583333,51.53166667,0.448333333,0.34,0.140833333,0.13,7.725,27.58666667,30.02222222,2.61,4358.394806,4970.570282,0.876839992
28.40384615,50.07461538,62.74153846,49.87666667,0.373333333,0.328461538,0.148461538,0.128461538,7.052307692,27.77333333,30.1975,3.669166667,4297.035641,4817.7408,0.891919225
29.90461538,50.56,62.31846154,51.84,0.283333333,0.318461538,0.16,0.120769231,6.053846154,27.42083333,29.74,3.000833333,4501.306,5022.853677,0.896165067
28.95384615,50.28538462,63.32615385,51.03,0.311666667,0.297692308,0.153846154,0.117692308,6.633076923,27.055,28.975,3.141666667,4016.150597,4359.392109,0.921263905
28.84307692,49.89923077,60.45923077,48.645,0.93,0.326923077,0.146923077,0.123076923,6.970769231,26.4525,29.04166667,3.8225,4301.559367,4931.907407,0.872189807
28.88384615,49.92538462,63.21692308,52.775,0.866666667,0.253076923,0.133846154,0.113846154,7.817692308,26.605,28.92083333,3.568333333,3908.268068,4519.174173,0.864819084
29.20833333,49.89583333,63.525,54.14333333,0.556666667,0.279166667,0.135833333,0.123333333,7.615833333,26.26666667,28.75083333,3.3425,4358.429402,5020.051805,0.868204069
27.716875,49.285625,63.798125,52.10833333,1.03,0.37,0.131875,0.131875,8.335625,25.64166667,27.9275,3.034166667,4228.792917,4941.610922,0.855751896
28.7275,50.00083333,62.61619048,53.005,0.726666667,0.337916667,0.1425,0.140416667,7.122083333,27.0775,28.74,3.3275,4259.706922,4965.17758,0.857916329
28.25043478,50.56521739,61.79777778,50.36,0.351666667,0.362173913,0.153478261,0.136956522,5.861304348,26.57,28.52916667,3.030833333,4254.178692,4895.646937,0.86897171
27.81090909,50.79363636,63.72823529,51.33666667,0.78,0.372727273,0.148181818,0.120454545,5.528636364,27.02333333,31.17333333,3.126666667,4004.114723,4605.754694,0.86937212
29.36235294,50.26588235,63.29642857,50.415,0.94,0.315294118,0.146470588,0.111176471,6.644117647,26.56090909,29.20363636,3.231818182,4355.543438,5039.45925,0.864287857
28.75230769,49.00076923,62.10769231,52.228,0.546,0.345384615,0.137692308,0.133076923,8.716923077,26.91454545,30.75363636,3.45,3402.691782,3805.120086,0.894240314
28.1525,48.936875,61.665,53.065,0.51,0.448125,0.14625,0.1425,8.52375,25.67583333,30.32666667,3.23,4408.864338,4886.746115,0.902208593
28.65625,49.4075,62.87125,59.56833333,1.251666667,0.4775,0.13625,0.15,7.610625,25.566,28.79666667,2.698666667,4615.637938,5021.476291,0.919179474
28.049375,49.055,62.931875,56.33833333,0.978333333,0.506875,0.131875,0.156875,8.6,26.75583333,27.98833333,3.165833333,4616.729618,5017.80295,0.920069932
28.114375,49.798125,63.031875,54.495,0.961666667,0.431875,0.131875,0.139375,7.463125,26.81583333,27.71583333,3.123333333,4207.933432,4554.656092,0.923875117
28.19307692,49.40846154,60.58769231,52.582,0.834,0.479230769,0.137692308,0.149230769,7.596153846,26.549,26.943,3.709,3078,3355.685384,0.917249279
27.10545455,48.81181818,61.31363636,54.8125,0.955,0.405454545,0.130909091,0.134545455,7.954545455,26.795,29.95625,3.7225,2567.944922,2859.252355,0.898117621
27.87,49.28,56.74818182,49.255,1.0125,0.460909091,0.130909091,0.158181818,7.383636364,27.03,27.84375,3.1725,2820.551168,3115.975767,0.905190341
28.47,49.85181818,58.42636364,53.0375,0.59,0.36,0.132727273,0.129090909,6.811818182,26.995,28.21625,3.1125,3143.534873,3413.239965,0.920982675
29.31846154,50.28076923,62.83076923,56.7525,0.705,0.416923077,0.139230769,0.123846154,5.782307692,26.8,29.45125,2.88125,3166.616111,3453.866524,0.916832219
29.96538462,50.80307692,63.95692308,59.835,0.89,0.304615385,0.140769231,0.104615385,5.318461538,26.10375,29.03375,3.03,3312.752255,3632.922921,0.911869678
29.73,50.31714286,64.24857143,65.1,0.936666667,0.397857143,0.142142857,0.12,6.079285714,24.80416667,29.5275,2.999166667,3811,4169.598118,0.913996959
28.79578947,49.70947368,65.03736842,61.16333333,0.858333333,0.346842105,0.137894737,0.121052632,7.126315789,25.625,28.20666667,2.985833333,4443.006511,4929.263126,0.901353082
29.85117647,50.11941176,60.53941176,60.48666667,1.498333333,0.245882353,0.132352941,0.117647059,6.088235294,27.41636364,30.44,3.169090909,3170.152337,3506.737731,0.904017517
29.615,50.08571429,60.42,66.492,1.34,0.342857143,0.129285714,0.121428571,6.697857143,27.63285714,27.43571429,2.477142857,2934.446579,3266.908128,0.898233579
29.94615385,50.15230769,61.63769231,65.8025,1.6825,0.259230769,0.134615385,0.113076923,6.335384615,28.38,27.39,2.8725,2907.703787,3241.221349,0.897101269
28.24461538,48.75846154,62.23076923,63.3475,1.11,0.425384615,0.143076923,0.129230769,8.718461538,27.49,25.92625,2.98,3026.424958,3345.645334,0.904586307
28.59384615,49.62846154,65.48461538,57.305,0.845,0.283076923,0.134615385,0.128461538,7.116153846,26.9125,29.215,3.06125,3155.703001,3448.55641,0.915079421
30.13769231,49.72307692,63.64,52.6825,0.4025,0.294615385,0.142307692,0.129230769,6.759230769,26.83625,30.19875,2.84375,3284.435879,3586.41728,0.915798588
28.77538462,49.33,63.42461538,51.445,0.685,0.375384615,0.140769231,0.151538462,7.496923077,28.22625,30.17875,2.72,3265.064106,3556.719276,0.917998822
28.68307692,49.26615385,63.075,51.9825,0.8075,0.504615385,0.15,0.141538462,7.293076923,27.01625,28.305,3,3276.387097,3576.464375,0.916096668
28.86,48.73076923,61.74615385,55.09,0.4625,0.346153846,0.143846154,0.112307692,8.451538462,27.33875,29.6725,3.33125,3205.799233,3539.94452,0.905607197
28.85,49.31384615,57.18846154,55.4525,0.1775,0.109230769,0.131538462,0.079230769,7.9,26.53125,28.90125,3.31125,2803.837647,3074.422568,0.911988377
28.468,49.381,57.379,59.49,0.21,0.127,0.139,0.061,7.456,24.875,27.1925,3.19875,2310.390035,2564.945632,0.900755948
28.94615385,50.02461538,55.22923077,62.1175,0.4125,0.151538462,0.142307692,0.069230769,6.137692308,23.165,25.985,3.09125,2530.415314,2822.818032,0.896414606
28.83,49.58461538,62.25230769,56.2875,1.025,0.855384615,0.14,0.144615385,7.26,25.86125,30.5375,2.94125,3108.478489,3288.230999,0.945334586
