AverageOfP2O5,AverageOfCaO,AverageOfTotalSolids_TS,AverageOf +0.150mm ,AverageOf +1mm%,Average of Al2O3,Average of MgO,Average of Fe2O3,Average of SiO2,R.Average of P2O52,R.Average of Solids,R.Average of SO4,production ,input,recovery
27.57105263,48.11052632,49.34894737,48.68333333,0.524166667,0.253157895,0.156842105,0.090526316,10.31947368,23.93166667,23.17833333,2.91,2708.039475,3142.246285,0.86181643
28.08,48.21,50.24368421,46.35166667,0.320833333,0.291578947,0.177894737,0.089473684,10.01157895,24.56833333,24.87666667,3.215,3522.284216,3980.536794,0.884876688
29.37736842,49.69842105,54.63842105,48.75583333,0.8375,0.528421053,0.391578947,0.095789474,6.423684211,27.8,26.08333333,2.33,4434.217774,4925.893036,0.900185558
28.02055556,49.11333333,55.11888889,47.5425,1.0975,0.426666667,0.587222222,0.121666667,7.485,25.85333333,25.01333333,3.928333333,3734.443814,4133.827196,0.903386532
27.27684211,48.34263158,57.45684211,49.6675,2.119166667,0.608947368,0.717368421,0.152631579,8.492105263,26.58666667,28.195,3.098333333,3908.317946,4331.120656,0.902380297
28.81736842,49.06052632,61.40736842,52.10833333,1.7175,0.609473684,0.527368421,0.144210526,7.227368421,27.22333333,28.845,3.046666667,4739.673591,5207.637375,0.910138946
28.555625,49.423125,62.22125,54.42333333,3.210833333,0.59375,0.57625,0.134375,6.8275,26.54,31.61333333,2.731666667,4172.146077,4586.457971,0.909666262
28.59263158,49.18789474,62.86263158,52.70416667,2.019166667,0.532105263,0.477894737,0.094736842,7.314210526,27.65333333,30.05666667,2.753333333,5005.742333,5430.640402,0.921759123
27.64526316,49.14210526,62.39894737,50.63666667,1.63,0.547368421,0.354210526,0.094210526,7.642631579,26.99166667,30.585,2.59,5215.564644,5596.42178,0.931946313
28.15666667,49.27055556,62.41777778,51.8175,1.7275,0.570555556,0.401666667,0.100555556,7.248333333,28.68666667,29.92333333,2.181666667,4053.867329,4451.42976,0.910688823
28.11421053,49.02578947,59.08894737,49.90583333,1.6775,0.440526316,0.435789474,0.098421053,8.055263158,28.065,30.1475,2.8575,4266.226601,4628.796185,0.921670869
28.27125,49.048125,62.78375,50.81,2.594444444,0.5225,0.62875,0.116875,7.746875,27.11333333,31.14333333,3.321666667,4803.883808,5166.634257,0.929789795
28.71526316,49.08631579,64.03105263,51.62416667,3.041666667,0.275789474,0.519473684,0.087894737,7.681578947,25.62833333,28.79166667,3.618333333,4459.096676,4900.014645,0.91001701
28.32315789,49.06052632,62.82105263,53.225,0.9325,0.237894737,0.31,0.077894737,8.434210526,26.84,30.14166667,3.481666667,4864.520629,5338.997791,0.91112992
28.68736842,49.01421053,62.24894737,48,1.27,0.371578947,0.502105263,0.094736842,7.946842105,27.725,27.245,3.258333333,4301.023213,4775.632628,0.900618525
27.12736842,47.73684211,60.38736842,52.24666667,1.900833333,0.444736842,0.592631579,0.110526316,9.958421053,26.965,27.735,3.328333333,4312.080185,4726.505045,0.912318964
27.36722222,48.53055556,57.51388889,53.65416667,1.244166667,0.375555556,0.569444444,0.092777778,8.672222222,26.215,28.98666667,2.791666667,4301.522477,4683.229135,0.918494986
27.814,49.44733333,62.784,54.12636364,2.670909091,0.487333333,0.520666667,0.142,7.248,27.42333333,28.67,3.046666667,4590.962404,4964.687651,0.924723311
26.51052632,46.32210526,61.22,54.65083333,2.3125,0.618947368,0.606315789,0.131578947,8.598421053,26.16166667,29.13666667,3.286666667,4487.646413,4832.398421,0.928658199
28.18842105,48.34421053,61.29684211,55.76666667,2.37,0.477894737,0.548421053,0.106842105,8.954210526,26.28,29.83333333,3.668333333,4752.381845,5178.51374,0.917711545
27.97421053,48.11736842,62.75789474,55.295,1.694166667,0.481578947,0.528421053,0.113157895,9.24,26.705,32.56333333,3.471666667,4575.302844,5014.215017,0.912466424
28.00894737,48.61842105,63.61684211,51.18416667,2.934166667,0.474210526,0.801052632,0.113157895,8.142105263,26.98166667,28.345,3.32,4754.966747,5174.241297,0.918968883
28.0975,48.33625,63.25625,54.38,2.300833333,0.421875,0.69625,0.099375,8.836875,26.99166667,30.00333333,3.278333333,4076.458993,4476.983945,0.91053688
28.01166667,48.01611111,62.32277778,55.92166667,1.405833333,0.311111111,0.263333333,0.081666667,9.990555556,26.22166667,27.54166667,2.686666667,2552.584937,2833.018213,0.90101254
28.00833333,47.96222222,62.21722222,56.90909091,1.877272727,0.335555556,0.17,0.098888889,10.27222222,27.16833333,29.56833333,3.301666667,2661.080452,3019.114303,0.881410965
28.32111111,48.04555556,63.30722222,53.3725,0.223333333,0.372777778,0.157777778,0.096666667,9.893333333,27.31666667,28.44,3.818333333,2904.643554,3220.112369,0.902031737
27.07,46.96631579,63.64631579,52.96083333,1.451666667,0.677894737,0.151052632,0.123684211,11.71631579,27.94833333,31.65166667,3.28,3204.956778,3517.91139,0.911039655
27.36333333,46.52733333,63.43066667,50.007,0.82,0.964,0.234666667,0.17,11.864,28.53166667,29.21166667,2.96,2428.237073,2646.022063,0.917693434
28.48071429,47.80357143,63.47714286,48.65375,0.3825,0.306428571,0.148571429,0.091428571,10.65714286,28.42,28.39,3.4,3065.660934,3331.995112,0.920067656
28.95315789,49.25526316,62.02578947,46.13583333,0.495,0.433157895,0.233684211,0.095263158,7.749473684,28.71166667,27.30666667,2.883333333,5042.848323,5474.534912,0.921146436
27.56210526,48.49368421,62.53,50.17916667,1.203333333,0.678947368,0.228947368,0.106315789,8.930526316,28.445,28.51333333,4.138333333,4701.847999,5112.168137,0.919736572
27.5315,48.5975,61.131,52.1,1.161666667,0.429,0.266,0.1015,9.111,27.80666667,29.20666667,4,4708.13492,5090.513993,0.924883995
26.88157895,47.59947368,59.93789474,50.345,0.69,0.433157895,0.236842105,0.111578947,10.88263158,27.35,28.825,2.851666667,4439.609999,4931.638815,0.90023016
28.15052632,47.75052632,60.11473684,50.97916667,0.825833333,0.276315789,0.284736842,0.086842105,10.59578947,27.81166667,28.90666667,2.486666667,4039.364103,4582.917794,0.881395714
27.71611111,47.305,63.54333333,52.72333333,0.5775,0.458888889,0.208333333,0.102222222,11.24277778,27.02,28.02833333,2.991666667,3549.266578,3989.430499,0.88966748
27.45,47.52947368,62.86684211,53.0075,0.5,0.498947368,0.144210526,0.093684211,11.00894737,27.92166667,28.55,3.393333333,4702.494753,5150.392593,0.913036175
27.75421053,47.98157895,64.02947368,52.0925,3.490833333,0.475263158,0.238421053,0.099473684,10.27315789,27.80333333,29.345,2.991666667,4502.073472,4924.961431,0.914133752
26.73842105,47.52052632,63.62631579,54.01166667,2.709166667,0.641052632,0.343157895,0.117894737,10.49578947,27.68666667,31.65833333,2.511666667,4610.932706,5048.005307,0.913416771
27.48,48.07631579,62.63210526,56.09416667,1.145833333,0.604210526,0.176842105,0.204736842,9.794736842,28.08,30.89166667,2.938333333,4472.289614,4896.952668,0.913280139
26.95368421,48.00052632,62.57,53.55583333,1.340833333,0.404736842,0.161578947,0.175263158,10.29789474,27.84166667,33.18166667,2.62,4105.436703,4440.916911,0.924456995
26.74913043,47.34478261,62.22869565,48.77,0.86,0.776956522,0.167826087,0.396956522,10.57869565,26.34833333,29.34142857,3.888333333,4401.892481,4718.721892,0.932856943
28.33263158,48.90789474,63.80789474,53.07083333,0.788333333,0.688421053,0.136842105,0.341578947,7.924210526,27.29666667,28.685,2.763333333,4703.009401,5135.444872,0.915793961
28.61052632,48.85157895,64.06421053,53.0625,0.564166667,0.535789474,0.137368421,0.241578947,8.402631579,26.88833333,29.6,2.68,4739.200066,5166.607309,0.917275067
28.12578947,49.22105263,63.96421053,54.76916667,0.898333333,0.531052632,0.139473684,0.228421053,7.802105263,27.73166667,29.58,2.508333333,4705.961521,5141.868479,0.915224017
27.05894737,49.46105263,62.45842105,52.72583333,0.393333333,0.530526316,0.152631579,0.230526316,7.524210526,27.4,29.15,3.061666667,4215.708854,4623.795603,0.911742044
27.10684211,49.41894737,64.89578947,53.53916667,1.02,0.501578947,0.139473684,0.214210526,7.671578947,28.4,33.815,2.863333333,4042.820318,4435.353204,0.911499069
26.63473684,49.45052632,64.49263158,54.96333333,0.750833333,0.432105263,0.136315789,0.167368421,8,27.50333333,29.915,3.008333333,4399.691996,4794.933421,0.91757103
26.18421053,49.19105263,65.15684211,52.83416667,0.701666667,0.503157895,0.131578947,0.178947368,8.464736842,28.68833333,32.99666667,2.243333333,4530.027302,4904.763724,0.923597457
25.72611111,48.63777778,63.55833333,53.44,1.1075,0.623333333,0.160555556,0.122777778,9.183888889,28.095,28.18666667,2.683333333,4020.862985,4326.302611,0.929399385
25.74277778,49.03444444,61.68166667,50.33454545,2.052727273,0.656111111,0.282222222,0.156666667,8.367222222,27.91166667,33.22,2.663333333,4203.965329,4548.795412,0.924193099
26.31368421,49.11315789,61.18789474,52.20833333,0.876666667,0.62,0.265789474,0.113684211,8.055789474,28.23166667,29.77333333,2.718333333,4566.40849,4962.110176,0.920255361
26.94789474,49.27526316,61.34052632,52.15833333,1.221666667,0.648421053,0.241052632,0.129473684,7.509473684,27.55666667,30.005,2.778333333,4545.655365,4927.647946,0.922479734
26.32714286,49.50714286,58.25714286,53.375,1.123333333,0.657142857,0.231428571,0.11,7.191428571,27.14333333,28.77166667,2.358333333,695.031273,771.5618358,0.90081085
28.78454545,50.73636364,63.26363636,54.39,2.763333333,0.407272727,0.150909091,0.091818182,5.823636364,26.35333333,28.24333333,2.548333333,2391.286119,2652.281257,0.90159598
27.94,49.93,60.11111111,51.74363636,1.187272727,0.575,0.209444444,0.114444444,7.294444444,27.34,29.12833333,3.518333333,4408.415439,4840.71938,0.910694278
27.261875,49.79625,60.958125,50.84166667,1.053333333,0.748125,0.21,0.14625,7.4175,27.09166667,28.65333333,2.503333333,4579.465585,5032.057681,0.910058246
26.21368421,49.46894737,62.89947368,49.59916667,1.580833333,0.780526316,0.252105263,0.142105263,7.557368421,27.23333333,28.685,2.478333333,4520.398322,4949.199641,0.913359462
26.46411765,49.51117647,62.98823529,47.38727273,2.190909091,0.805882353,0.169411765,0.138235294,7.665294118,28.48166667,28.84833333,2.726666667,3310.442548,3614.883543,0.915781244
27.39263158,49.15842105,62.17263158,53.18916667,1.638333333,0.702631579,0.176315789,0.128947368,8.321578947,27.75,32.64166667,3.168333333,4437.748541,4844.49069,0.916040266
25.85388889,48.52444444,62.75611111,51.6775,1.971666667,0.795555556,0.169444444,0.150555556,9.584444444,27.20333333,29.80833333,2.873333333,4004.094577,4361.816801,0.917987793
27.32625,49.05375,59.7675,50.983,0.539,0.410625,0.155,0.1,9.0025,26.10333333,30.71333333,3.288333333,3859.745212,4225.723213,0.913392813
28.07916667,49.50166667,62.76916667,54.33555556,0.668888889,0.313333333,0.139166667,0.075,8.411666667,26.56,31.642,2.96,3819.487372,4161.97616,0.917710055
26.98684211,49.23368421,63.44210526,52.7275,0.545,0.446842105,0.134210526,0.091578947,8.641052632,27.11833333,28.085,3.083333333,4839.113049,5267.921603,0.91860005
25.98526316,48.87157895,62.73157895,53.83416667,1.014166667,0.691052632,0.133157895,0.122105263,9.245263158,28.02,30.45,2.226666667,4520.648221,4922.213034,0.918417832
26.808125,48.6575,62.92625,48.35083333,0.654166667,0.696875,0.140625,0.131875,9.35125,28.99,29.07166667,2.673333333,4601.830036,4997.072073,0.920905276
27.41631579,48.55631579,61.08263158,48.3725,0.479166667,0.540526316,0.132105263,0.103684211,9.789473684,27.63333333,27.29166667,3.235,4002.032666,4347.686086,0.920497153
27.47176471,48.27058824,62.45235294,50.24272727,0.367272727,0.51,0.14,0.114705882,10.11941176,29.00166667,29.06666667,2.47,3783.458239,4108.902398,0.920795354
27.26526316,48.23842105,62.90315789,48.81666667,0.395833333,0.607368421,0.144736842,0.131578947,10.13210526,28.85833333,29.07333333,3.008333333,3940.424099,4271.690571,0.922450733
26.93947368,48.86210526,61.60368421,49.5425,0.153333333,0.297894737,0.134736842,0.083684211,9.606842105,27.20166667,30.53333333,3.253333333,3750.783594,4070.613349,0.921429591
26.54263158,48.64578947,61.56263158,49.85416667,0.600833333,0.543684211,0.133157895,0.135789474,9.806842105,27.855,28.775,2.603333333,3619.879923,3952.467194,0.91585325
25.91578947,47.90473684,63.21842105,49.65083333,1.235,0.793684211,0.141052632,0.157894737,10.82210526,27.96833333,30.89,3.22,3677.367889,4020.137734,0.914736791
27.44210526,48.61315789,61.49421053,52.61666667,1.731666667,0.744736842,0.140526316,0.147368421,9.33,27.28833333,31.555,2.883333333,4009.149568,4358.212428,0.919906873
26.46789474,48.93368421,63.26473684,49.81916667,0.298333333,0.451578947,0.128947368,0.104210526,9.368947368,28.60166667,32.095,2.415,4005.260458,4342.262652,0.922390187
25.76631579,48.07526316,63.05842105,44.225,0.6975,0.824210526,0.136315789,0.146315789,10.09736842,28.06833333,30.91833333,2.556666667,3552.52176,3839.048769,0.925365103
25.12125,48.109375,62.285,46.508,1.344,0.71625,0.131875,0.15875,10.483125,28.56833333,28.25666667,2.665,3263.648886,3542.939581,0.921169783
28.07315789,49.00473684,61.68526316,47.62,1.036666667,0.741578947,0.134736842,0.166315789,8.573684211,28.075,29.22833333,2.883333333,4629.23586,5029.21286,0.920469264
29.26105263,49.37,61.97052632,50.55166667,1.180833333,0.744210526,0.137894737,0.143157895,7.696842105,27.925,28.79,3.018333333,5513.854539,5877.90061,0.93806529
27.425,48.05571429,61.61857143,53.18625,0.3625,0.810714286,0.144285714,0.183571429,9.998571429,27.26833333,30.41,2.89,3513.388963,3821.742329,0.919316024
27.13526316,48.10842105,62.75684211,49.42444444,0.376666667,0.824736842,0.137894737,0.152105263,10.01578947,28.28166667,31.04,2.998333333,4148.214023,4505.188278,0.920763743
27.49315789,49.51052632,63.79157895,56.83916667,0.655833333,0.506315789,0.133157895,0.091052632,7.997368421,26.655,32.12833333,3.246666667,4006.988343,4320.463394,0.927444114
26.14315789,49.37473684,63.19052632,51.89166667,0.311666667,0.722631579,0.136842105,0.105789474,7.899473684,27.395,28.64833333,2.55,3904.604615,4240.840089,0.92071489
27.82521739,49.56434783,62.96521739,55.77066667,0.962,0.855652174,0.142608696,0.116521739,7.023913043,28.22166667,30.54333333,2.548333333,4017.822925,4331.862906,0.927504635
27.00052632,49.51052632,63.09789474,47.25,0.641666667,0.54,0.140526316,0.101052632,8.073684211,27.95666667,32.01833333,2.955,4300.355603,4629.42928,0.92891701
27.63578947,49.35315789,62.15263158,53.67833333,1.028333333,0.712631579,0.137894737,0.130526316,8.056315789,28.895,27.79166667,2.923333333,4029.856273,4373.925488,0.921336288
27.02421053,48.81421053,62.04157895,48.5575,0.83,0.606315789,0.144210526,0.115789474,9.107368421,28.25833333,29.51333333,3.323333333,3701.758818,3999.956528,0.925449762
26.33105263,48.46631579,62.41736842,48.66416667,0.710833333,0.761052632,0.143684211,0.134210526,9.432105263,27.55,31.73666667,2.543333333,3762.913052,4072.759708,0.923922186
27.84631579,49.37421053,64.60157895,51.35666667,0.764166667,0.624736842,0.150526316,0.097894737,7.928421053,28.56166667,31.025,2.715,4061.90237,4362.791711,0.931032843
27.36052632,49.13,63.74052632,50.47083333,0.528333333,0.483157895,0.141052632,0.087894737,8.544210526,28.74833333,27.55,2.455,4005.603251,4343.614571,0.922182018
27.50066667,49.46133333,64.46533333,51.323,0.951,0.484666667,0.134666667,0.086,8.116666667,28.828,29.826,2.318,3302.131149,3553.679336,0.92921472
26.65142857,49.43857143,63.71285714,48.52375,0.3425,0.31,0.125,0.076428571,8.255714286,27.282,31.402,2.756,3026.241737,3263.054152,0.927426146
26.236,48.71533333,63.17533333,48.034,0.361,0.52,0.127333333,0.096666667,9.088,27.052,28.886,3.116,3034.272524,3294.627092,0.920976013
27.73076923,48.58923077,64.41615385,46.5625,0.9225,0.726923077,0.13,0.126153846,8.897692308,28.49,30.625,2.9025,3148.862941,3429.883288,0.918067082
27.80538462,49.49153846,62.99076923,46.745,0.28375,0.428461538,0.135384615,0.103076923,8.041538462,27.85,31.49,2.9825,3257.515492,3519.549335,0.925549035
26.47,48.91692308,63.94846154,51.2725,0.17875,0.376923077,0.137692308,0.08,9.283846154,28.1825,31.625,2.625,3194.614613,3450.385346,0.925871835
26.69153846,49.48461538,65.44153846,46.1325,0.1575,0.256153846,0.136153846,0.069230769,8.736923077,27.9,31.6975,2.8125,3200.265327,3446.710799,0.928498361
27.22153846,49.39538462,65.30615385,47.905,0.12875,0.251538462,0.139230769,0.067692308,8.183076923,29.18,32.24,2.9,3165.371253,3404.208797,0.929840513
26.37,48.05,65.09923077,41.2375,0.47875,1.082307692,0.137692308,0.182307692,9.288461538,29.555,28.795,3.3375,3069.37222,3305.414407,0.928589231
27.48384615,48.80846154,63.11,47.66375,1.27625,0.669230769,0.130769231,0.141538462,8.64,27.9225,31.0975,2.7575,3205.957656,3456.158091,0.927607352
26.71230769,47.86692308,63.95461538,45.4475,0.495,0.784615385,0.133076923,0.199230769,10.49461538,27.935,31.0775,2.5425,3221.822262,3466.800439,0.929335945
25.43076923,47.62461538,63.40230769,44.10875,0.445,0.880769231,0.14,0.185384615,10.67461538,27.735,33.1525,2.9,2900.86911,3111.210178,0.932392524
26.34769231,48.37230769,61.11769231,50.15875,1.02875,0.833846154,0.143076923,0.179230769,9.422307692,28.56,30.7025,3.32,3031.988617,3248.627834,0.933313624
27.15307692,48.71153846,60.63153846,51.49,0.4475,0.512307692,0.137692308,0.111538462,9.507692308,28.605,31.2475,2.3125,3202.356703,3428.223389,0.934115528
26.62076923,49.04692308,63.35,49.2075,0.37375,0.440769231,0.131538462,0.1,9.202307692,28.03,32.5275,2.6125,3043.452251,3261.08564,0.933263516
26.11538462,48.70692308,64.45384615,52.8225,0.61375,0.674615385,0.130769231,0.104615385,9.023846154,29.02,30.16,2.325,3023.17174,3278.602576,0.922091553
26.74615385,48.73076923,61.32538462,50.81625,0.3025,0.680769231,0.132307692,0.113076923,8.756153846,26.9725,30.9375,3.4175,3151.470591,3390.700195,0.929445368
27.17230769,49.05076923,60.47846154,48.09,0.20625,0.68,0.133076923,0.126923077,8.386153846,25.518,28.608,3.032,2053.476145,2214.350145,0.92734934
26.54882353,48.89058824,61.54411765,47.48636364,0.378181818,0.764117647,0.132352941,0.135882353,8.626470588,26.47333333,30.225,3.073333333,3402.037579,3664.752953,0.928312938
25.76368421,48.89526316,63.77473684,48.37333333,0.311666667,0.691578947,0.133157895,0.121578947,8.645789474,27.52666667,29.41166667,2.391666667,4017.254888,4323.078864,0.929257831
27.44894737,49.43736842,62.59947368,52.09583333,0.9375,0.602631579,0.140526316,0.113157895,7.912631579,29.40333333,32.89166667,2.503333333,4531.57774,4896.285529,0.925513374
27.19947368,49.36526316,64.25947368,52.68166667,0.8175,0.571052632,0.138421053,0.102105263,8.218421053,29.42833333,30.58,2.616666667,5011.98189,5401.361453,0.927910849
25.77428571,48.435,64.90142857,50.94111111,0.745555556,0.418571429,0.139285714,0.096428571,10.36571429,28.7525,30.0525,3.17,3034.84467,3290.981127,0.922170184
25.66461538,47.96923077,62.74,50.95125,0.38125,0.658461538,0.139230769,0.1,10.64153846,27.53,31.9475,2.8325,3043.573222,3262.678041,0.9328451
24.50307692,48.00153846,62.52538462,48.9675,0.33875,0.557692308,0.123846154,0.099230769,10.94461538,26.84,31.18,2.51,3012.251147,3259.647238,0.924103416
26.55923077,48.82,61.88384615,51.48125,0.9375,0.925384615,0.132307692,0.124615385,8.548461538,27.55,32.625,3.05,3204.759116,3479.638726,0.921003406
25.83384615,48.43153846,61.73615385,51.615,0.82625,0.999230769,0.14,0.141538462,9.286153846,26.144,26.68,2.456,3055.144547,3312.373547,0.922342998
26.09421053,48.33263158,62.53,52.11583333,0.638333333,0.67,0.139473684,0.12,9.865263158,27.52666667,31.645,3.136666667,4015.391798,4306.553509,0.932391015
27.63285714,48.87642857,64.21642857,53.07875,0.57625,0.532857143,0.147142857,0.099285714,9.009285714,27.166,30.596,3.646,3353.07762,3652.31417,0.918069329
26.44272727,48.59636364,65.10363636,50.31625,0.39625,0.632727273,0.142727273,0.099090909,9.353636364,28.28,32.03,3.073333333,3055.125162,3283.101612,0.930560648
24.45461538,47.90615385,62.23692308,45.23875,0.1775,0.563076923,0.130769231,0.091538462,10.94692308,26.9225,32.04,3.45,2514.518169,2698.719547,0.931744898
26.82538462,48.58538462,62.31615385,46.1325,0.33125,0.641538462,0.139230769,0.1,9.144615385,28.92,30.5875,3.0125,3021.418556,3255.472073,0.928104585
28.22230769,49.71230769,61.21384615,51.775,0.886666667,0.695384615,0.142307692,0.1,6.930769231,27.2975,30.91,2.9225,3151.734336,3419.692452,0.921642628
29.20916667,49.72916667,57.82083333,59.68714286,8.837142857,0.954166667,0.146666667,0.131666667,6.425833333,27.73,30.7775,3.1525,3210.748339,3514.313189,0.913620433
28.37153846,49.34307692,56.22,53.37,1.225,0.979230769,0.145384615,0.131538462,7.183076923,26.95,27.355,3.4775,2923.257078,3188.070868,0.91693604
28.96461538,49.71692308,54.31076923,53.8825,1.28625,0.890769231,0.139230769,0.120769231,6.665384615,26.9475,27.3025,2.57,3049.781097,3292.247542,0.926352304
27.50818182,49.18181818,57.01090909,49.93125,0.6175,0.761818182,0.135454545,0.120909091,8.04,27.6,30.37,3.6775,2663.567936,2894.271546,0.920289576
27.355625,49.61875,57.435625,49.213,0.623,0.610625,0.13625,0.10375,7.523125,26.684,28.896,2.536,3517.516519,3631.24802,0.968679776
26.93315789,49.92736842,64.07736842,44.0375,0.525,0.601578947,0.136315789,0.089473684,6.893157895,27.07,31.70333333,2.886666667,4500.188455,4890.848126,0.92012435
25.38631579,49.02526316,64.19157895,47.13166667,0.433333333,0.712631579,0.13,0.1,8.449473684,27.764,30.188,2.676,4299.674652,4621.153413,0.93043322
25.69157895,49.43473684,58.68052632,46.58583333,0.619166667,0.730526316,0.137368421,0.101578947,7.63,26.35166667,30.26166667,3.14,4550.439754,4943.470234,0.920495024
26.92473684,48.87157895,61.21263158,47.625,0.339166667,0.723157895,0.141578947,0.1,8.476842105,26.33833333,29.91833333,3.513333333,4804.108349,5192.478829,0.925205188
27.69473684,49.24631579,63.85315789,52.17666667,0.465833333,0.665789474,0.146842105,0.095263158,7.784736842,27.49833333,30.89166667,2.995,5004.027671,5423.260108,0.922697339
27.80684211,49.76473684,61.80578947,52.62166667,0.438333333,0.412105263,0.141578947,0.067894737,7.370526316,27.32833333,32.16,3.531666667,4875.12992,5273.083609,0.924531125
28.02894737,49.55631579,62.98,51.56666667,0.193333333,0.486315789,0.147368421,0.077368421,7.421052632,28.34,32.99166667,3.491666667,4594.359435,4974.048339,0.92366602
28.75842105,50.12105263,61.69473684,51.18083333,0.135,0.222105263,0.143157895,0.053684211,6.833684211,26.88666667,28.62166667,2.836666667,5049.862529,5488.50097,0.920080466
27.76421053,49.70210526,61.84052632,52.23833333,0.333333333,0.506842105,0.139473684,0.075789474,7.35,27.26166667,32.08833333,3.356666667,4614.539178,5041.87913,0.915241928
27.28105263,48.93736842,61.33894737,52.2875,0.570833333,0.924736842,0.14,0.111052632,8.02,27.89666667,29.80666667,2.99,4451.08306,4828.73912,0.921789923
26.90315789,48.63105263,60.48631579,51.21833333,0.425,0.928947368,0.143157895,0.117368421,8.476842105,26.23833333,27.38666667,3.211666667,4353.452369,4709.467906,0.924404297
28.02105263,49.32421053,61.98,55.2975,0.915833333,0.697894737,0.162631579,0.105263158,7.887368421,27.79,30.23333333,3.318333333,5005.05838,5443.683243,0.919424984
27.55421053,49.11157895,62.00052632,50.14583333,0.62,0.586315789,0.153684211,0.095263158,8.581052632,27.89833333,29.45333333,2.716666667,4802.879296,5222.040535,0.919732289
26.58210526,48.95578947,64.62421053,52.13666667,0.768333333,0.690526316,0.137894737,0.106842105,8.816842105,28.31,32.255,2.826666667,4436.866176,4819.324568,0.920640665
25.66684211,47.98421053,63.45105263,54.8025,0.7625,0.874736842,0.144736842,0.112631579,10.21473684,27.95,32.15833333,3.355,4621.367921,5021.345808,0.920344485
25.55315789,47.95210526,62.15842105,52.3525,0.891666667,0.87,0.138421053,0.121578947,10.54736842,27.90333333,29.825,3.256666667,4600.295368,4981.132673,0.923544035
27.61631579,48.84105263,63.79263158,55.4925,0.890833333,0.686315789,0.14,0.102105263,9.065789474,28.21166667,30.755,2.973333333,4801.629331,5201.771104,0.923075859
27.25736842,48.74210526,62.95526316,55.41083333,0.73,0.626842105,0.148421053,0.102105263,9.275789474,27.475,30.40333333,3.101666667,4927.827521,5338.849624,0.923012984
26.88578947,49.19894737,64.37631579,54.14416667,0.659166667,0.386842105,0.194210526,0.074210526,8.740526316,26.965,30.765,2.788333333,4304.690978,4662.327448,0.923292288
27.68105263,49.47684211,60.36210526,53.9575,0.74,0.313684211,0.463684211,0.082105263,7.738947368,27.02666667,29.84833333,3.098333333,4705.339815,5142.952118,0.91491029
28.09684211,49.49578947,62.91473684,53.49,0.449166667,0.322631579,0.168421053,0.071578947,8.052631579,26.68666667,29.99166667,2.723333333,4357.479469,4730.81464,0.92108438
26.77375,48.99625,62.67875,51.22666667,0.441666667,0.458125,0.248125,0.095625,8.955,26.55333333,30.73666667,3.286666667,4710.582388,5117.76415,0.920437568
27.41789474,48.83052632,61.99263158,52.5225,1.255833333,0.645789474,0.588421053,0.11,8.475789474,27.53166667,26.69,2.825,4665.549738,5066.669803,0.920831615
29.03421053,48.98526316,62.10578947,54.07,0.6775,0.649473684,0.215263158,0.113157895,8.393157895,29.13166667,30.61,2.631666667,5006.853164,5428.998701,0.922242469
27.475,49.498125,61.504375,51.40416667,1.151666667,0.699375,0.67,0.13625,7.356875,28.01,29.05833333,2.951666667,4652.057498,5055.858633,0.920132036
25.68,48.6,61.42818182,50.934,1.035,0.557272727,0.442727273,0.138181818,9.964545455,26.862,27.044,2.648,3392.088068,3727.1195,0.910109823
26.49777778,47.99,60.79111111,51.07375,0.90625,0.473333333,0.326666667,0.117777778,9.97,26.515,30.955,2.845,3003.071252,3296.256261,0.911055153
26.37,47.56444444,61.09,52.70875,0.42375,0.468888889,0.165555556,0.094444444,10.85222222,27.49,30.47,2.755,3305.965194,3625.973754,0.911745484
26.89923077,47.63461538,60.41076923,52.64416667,0.673333333,0.796923077,0.177692308,0.141538462,10.61461538,27.32166667,29.395,3.085,4453.330416,4836.467481,0.920781631
27.09842105,47.80894737,61.69684211,48.41166667,0.765,0.845263158,0.265789474,0.174736842,10.07526316,28.75,26.70333333,2.28,4534.560322,4880.120637,0.929190211
28.71421053,48.60421053,58.96315789,50.32833333,0.565833333,0.694210526,0.259473684,0.147368421,8.043157895,28.99,29.45666667,3.133333333,4481.97759,4828.566938,0.928221074
29.40578947,49.15473684,61.41736842,50.47666667,0.998333333,0.781578947,0.327894737,0.146315789,6.9,28.06333333,30.27,2.74,4820.750565,5184.92208,0.929763358
29.58157895,49.59684211,61.87842105,50.19,0.939166667,0.731578947,0.174210526,0.109473684,6.921578947,27.11,31.17,3.083333333,5060.044078,5440.266732,0.930109557
29.11769231,49.15307692,62.00076923,47.42666667,0.7225,0.745384615,0.215384615,0.13,7.752307692,27.81,26.92166667,3.416666667,4863.866613,5237.76252,0.928615338
27.25615385,47.97846154,61.66153846,46.4475,0.7875,1.013076923,0.197692308,0.151538462,9.400769231,27.96166667,26.29166667,2.951666667,4511.58665,4856.750214,0.928931168
27.021,47.62,57.72,43.231,1.14,0.974,0.182,0.165,10.33,26.86333333,29.345,3.365,3890.892038,4196.989178,0.927067446
27.67307692,48.7,62.76461538,52.35333333,0.536666667,0.534615385,0.144615385,0.093846154,9.305384615,27.605,31.99833333,2.853333333,4943.198582,5316.327615,0.929814515
27.97692308,48.66923077,62.57769231,54.51416667,0.378333333,0.770769231,0.137692308,0.107692308,8.691538462,27.83833333,29.42333333,3.263333333,4819.602419,5247.99678,0.918369927
